"PVWatts Hourly PV Performance Data"
"Requested Location","5230 Dexter Ann Arbor Rd"
"Location","Lat, Lng: 42.29, -83.82"
"Latitude (DD)","42.29"
"Longitude (DD)","-83.82"
"Elevation (m)","268.2799987793"
"DC System Size (kW)","8.55"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","225"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","16","22","0","0","-7.7","2.7","0.87","0","-7.7","0","0"
"2","16","23","0","0","-8.1","3.1","0.87","0","-8.1","0","0"
"2","17","0","0","0","-8.7","3.2","0.87","0","-8.7","0","0"
"2","17","1","0","0","-8.9","3.2","0.87","0","-8.9","0","0"
"2","17","2","0","0","-9","2.8","0.87","0","-9","0","0"
"2","17","3","0","0","-9.4","2.2","0.87","0","-9.4","0","0"
"2","17","4","0","0","-9.2","3","0.87","0","-9.2","0","0"
"2","17","5","0","0","-8.5","3.8","0.87","0","-8.5","0","0"
"2","17","6","0","0","-8.3","3.5","0.87","0","-8.3","0","0"
"2","17","7","4","2","-7.6","3.6","0.87","2.422","-7.569","11.264","0"
"2","17","8","52","55","-6.2","4.5","0.87","72.242","-5.382","540.314","487.28"
"2","17","9","133","97","-5","4.9","0.87","164.414","-3.052","1267.52","1188.718"
"2","17","10","135","170","-4.2","5","0.87","282.521","-0.715","2240.986","2127.69"
"2","17","11","428","200","-3.4","5.3","0.87","566.385","3.636","4483.627","4290.865"
"2","17","12","235","214","-2.7","5.5","0.87","479.972","3.041","3781.46","3613.58"
"2","17","13","192","232","-2.4","5.8","0.87","480.265","3.09","3782.191","3614.284"
"2","17","14","380","165","-2.6","5.5","0.87","585.66","4.476","4640.674","4442.348"
"2","17","15","421","133","-3.2","4.9","0.87","555.75","3.991","4449.253","4257.71"
"2","17","16","243","103","-3.9","4.7","0.87","304.123","0.387","2448.773","2328.115"
"2","17","17","52","39","-4.8","4","0.87","79.703","-3.595","579.984","525.544"
"2","17","18","0","0","-5.3","3.5","0.87","0","-5.3","0","0"
"2","17","19","0","0","-6","3.3","0.87","0","-6","0","0"
"2","17","20","0","0","-6.4","3.3","0.87","0","-6.4","0","0"
"2","17","21","0","0","-6.7","3.5","0.87","0","-6.7","0","0"
"2","17","22","0","0","-6.9","3.6","0.87","0","-6.9","0","0"
"2","17","23","0","0","-7","3.6","0.87","0","-7","0","0"
"2","18","0","0","0","-7.3","3.7","0.87","0","-7.3","0","0"
"2","18","1","0","0","-7.4","3.6","0.87","0","-7.4","0","0"
"2","18","2","0","0","-7.7","3.5","0.87","0","-7.7","0","0"
"2","18","3","0","0","-7.9","3.3","0.87","0","-7.9","0","0"
"2","18","4","0","0","-8.1","3.2","0.87","0","-8.1","0","0"
"2","18","5","0","0","-8.3","3.1","0.87","0","-8.3","0","0"
"2","18","6","0","0","-8.5","3.1","0.87","0","-8.5","0","0"
"2","18","7","32","5","-8.1","3.6","0.87","6.124","-8.023","29.709","0"
"2","18","8","440","48","-7","4.3","0.87","121.07","-6.044","825.814","762.664"
"2","18","9","593","89","-5.8","4.5","0.87","323.713","-1.854","2437.026","2316.784"
"2","18","10","804","87","-4.9","4.5","0.87","555.556","2.733","4414.95","4224.623"
"2","18","11","758","115","-4.1","4.5","0.87","703.122","5.72","5553.695","5323.017"
"2","18","12","836","100","-3.4","4.5","0.87","850.252","8.499","6630.99","6362.139"
"2","18","13","932","86","-3.1","4.5","0.87","974.397","10.472","7543.64","7125"
"2","18","14","852","89","-3.1","4.4","0.87","910.895","9.722","7107.931","6822.18"
"2","18","15","726","84","-3.5","3.9","0.87","743.594","7.68","5898.825","5655.918"
"2","18","16","771","61","-5","3","0.87","584.734","6.022","4692.452","4492.291"
"2","18","17","251","38","-7.2","2.1","0.87","166.686","-3.469","1246.061","1168.02"
"2","18","18","0","0","-8.3","1.8","0.87","0","-8.3","0","0"
"2","18","19","0","0","-9.1","1.5","0.87","0","-9.1","0","0"
"2","18","20","0","0","-9.3","1.2","0.87","0","-9.3","0","0"
"2","18","21","0","0","-9.4","0.9","0.87","0","-9.4","0","0"
"2","18","22","0","0","-9.4","0.7","0.87","0","-9.4","0","0"
"2","18","23","0","0","-9.7","0.6","0.87","0","-9.7","0","0"
"2","19","0","0","0","-10.2","0.7","0.87","0","-10.2","0","0"
"2","19","1","0","0","-10.9","1","0.87","0","-10.9","0","0"
"2","19","2","0","0","-11.7","1.3","0.87","0","-11.7","0","0"
"2","19","3","0","0","-12.5","1.5","0.87","0","-12.5","0","0"
"2","19","4","0","0","-13.1","1.8","0.87","0","-13.1","0","0"
"2","19","5","0","0","-13.4","1.9","0.87","0","-13.4","0","0"
"2","19","6","0","0","-13.4","1.8","0.87","0","-13.4","0","0"
"2","19","7","67","8","-12.5","1.5","0.87","10.108","-12.319","51.054","15.356"
"2","19","8","392","53","-10.7","1","0.87","122.635","-8.819","857.533","793.259"
"2","19","9","445","103","-8.2","0.6","0.87","287.268","-0.777","2173.325","2062.427"
"2","19","10","788","75","-5.4","1","0.87","535.147","8.5","4170.469","3988.804"
"2","19","11","868","78","-3.4","1.5","0.87","737.006","13.876","5663.936","5429.351"
"2","19","12","954","92","-2.4","1.5","0.87","940.698","19.65","7043.221","6759.763"
"2","19","13","973","96","-1.9","1.2","0.87","1023.83","23.862","7542.23","7125"
"2","19","14","909","91","-1.6","0.9","0.87","969.79","24.48","7167.116","6879.268"
"2","19","15","854","66","-1.7","0.6","0.87","825.813","22.28","6218.125","5963.904"
"2","19","16","638","61","-2.7","0.6","0.87","509.797","13.31","3981.088","3806.133"
"2","19","17","245","40","-4.7","1","0.87","168.526","0.124","1251.86","1173.613"
"2","19","18","0","0","-5.9","1.2","0.87","0","-5.9","0","0"
"2","19","19","0","0","-7.1","1.7","0.87","0","-7.1","0","0"
"2","19","20","0","0","-7.1","2.3","0.87","0","-7.1","0","0"
"2","19","21","0","0","-7","2.7","0.87","0","-7","0","0"
"2","19","22","0","0","-7.1","2.7","0.87","0","-7.1","0","0"
"2","19","23","0","0","-7","2.9","0.87","0","-7","0","0"
"2","20","0","0","0","-6.8","3.2","0.87","0","-6.8","0","0"
"2","20","1","0","0","-6.6","3.6","0.87","0","-6.6","0","0"
"2","20","2","0","0","-6.3","3.9","0.87","0","-6.3","0","0"
"2","20","3","0","0","-6.1","4.1","0.87","0","-6.1","0","0"
"2","20","4","0","0","-6","4.4","0.87","0","-6","0","0"
"2","20","5","0","0","-5.9","4.8","0.87","0","-5.9","0","0"
"2","20","6","0","0","-5.8","4.9","0.87","0","-5.8","0","0"
"2","20","7","37","8","-5.6","5.4","0.87","10.058","-5.504","49.274","13.64"
"2","20","8","246","63","-4.6","6.3","0.87","112.561","-3.765","801.921","739.618"
"2","20","9","149","112","-2.8","7.1","0.87","189.723","-1.042","1460.977","1375.32"
"2","20","10","591","139","-1.3","7.6","0.87","509.468","3.583","4032.812","3856.025"
"2","20","11","406","213","-0.3","7.7","0.87","573.289","5.19","4506.806","4313.223"
"2","20","12","448","225","0.7","7.7","0.87","683.362","7.302","5323.493","5100.972"
"2","20","13","301","212","1.5","7.4","0.87","562.856","7.026","4385.16","4195.887"
"2","20","14","326","197","1.8","6.4","0.87","575.049","8.015","4488.958","4296.008"
"2","20","15","328","157","1.6","5.4","0.87","505.006","7.695","3977.258","3802.439"
"2","20","16","342","99","1.4","4.9","0.87","375.528","6.583","2977.094","2837.715"
"2","20","17","181","45","1.3","4.3","0.87","152.525","3.65","1121.616","1047.984"
"2","20","18","0","0","1.2","3.8","0.87","0","1.2","0","0"
"2","20","19","0","0","1.7","4.6","0.87","0","1.7","0","0"
"2","20","20","0","0","1.6","4.9","0.87","0","1.6","0","0"
"2","20","21","0","0","1.4","5.6","0.87","0","1.4","0","0"
"2","20","22","0","0","0.9","6.6","0.87","0","0.9","0","0"
"2","20","23","0","0","0.4","6.9","0.87","0","0.4","0","0"
"2","21","0","0","0","0.1","6.7","0.87","0","0.1","0","0"
"2","21","1","0","0","-0.3","6.3","0.87","0","-0.3","0","0"
"2","21","2","0","0","-0.9","6","0.87","0","-0.9","0","0"
"2","21","3","0","0","-1.4","6","0.87","0","-1.4","0","0"
"2","21","4","0","0","-1.6","5.9","0.87","0","-1.6","0","0"
"2","21","5","0","0","-1.6","5.8","0.87","0","-1.6","0","0"
"2","21","6","0","0","-1.7","5.6","0.87","0","-1.7","0","0"
"2","21","7","74","10","-1.5","5.5","0.87","13.142","-1.381","63.968","27.813"
"2","21","8","535","47","-0.7","6","0.87","142.767","0.167","940.371","873.161"
"2","21","9","788","82","0.2","6.6","0.87","395.279","3.955","2921.194","2783.796"
"2","21","10","823","112","1.2","6.8","0.87","610.253","7.567","4776.433","4573.296"
"2","21","11","922","107","2.1","6.8","0.87","826.058","10.892","6399.921","6139.258"
"2","21","12","946","113","2.7","6.7","0.87","969.391","13.208","7412.627","7116.08"
"2","21","13","913","98","3","6.5","0.87","986.561","13.876","7533.31","7125"
"2","21","14","879","99","2.8","6","0.87","963.017","13.896","7388.664","7092.966"
"2","21","15","822","70","2","5.5","0.87","810.245","11.883","6329.342","6071.18"
"2","21","16","643","62","0.6","4.6","0.87","524.662","8.252","4173.35","3991.583"
"2","21","17","352","39","-1","3.8","0.87","212.078","2.599","1586.827","1496.71"
"2","21","18","0","0","-1.7","3.6","0.87","0","-1.7","0","0"
"2","21","19","0","0","-2.3","2.8","0.87","0","-2.3","0","0"
"2","21","20","0","0","-2.6","2.3","0.87","0","-2.6","0","0"
"2","21","21","0","0","-2.8","2.1","0.87","0","-2.8","0","0"
"2","21","22","0","0","-3.1","2.1","0.87","0","-3.1","0","0"
"2","21","23","0","0","-3.4","2","0.87","0","-3.4","0","0"
"2","22","0","0","0","-3.8","1.8","0.87","0","-3.8","0","0"
"2","22","1","0","0","-4.2","1.6","0.87","0","-4.2","0","0"
"2","22","2","0","0","-4.8","1.6","0.87","0","-4.8","0","0"
"2","22","3","0","0","-5.4","1.8","0.87","0","-5.4","0","0"
"2","22","4","0","0","-5.9","1.9","0.87","0","-5.9","0","0"
"2","22","5","0","0","-6.6","2","0.87","0","-6.6","0","0"
"2","22","6","0","0","-7","2.2","0.87","0","-7","0","0"
"2","22","7","41","9","-6.3","2.4","0.87","11.645","-6.131","57.589","21.66"
"2","22","8","467","61","-4.2","2.3","0.87","151.861","-2.447","1040.339","969.587"
"2","22","9","803","76","-1.6","1.9","0.87","398.898","5.87","2930.755","2793.018"
"2","22","10","888","92","0.4","2","0.87","627.062","13.318","4814.586","4610.097"
"2","22","11","926","101","1.5","2","0.87","820.417","18.83","6177.848","5925.054"
"2","22","12","724","137","2.2","2","0.87","815.948","19.4","6106.151","5855.898"
"2","22","13","926","101","2.7","2.2","0.87","1007.169","23.078","7433.33","7125"
"2","22","14","894","101","2.8","2.4","0.87","978.354","21.768","7291.492","6999.237"
"2","22","15","826","87","2.3","2.1","0.87","843.075","19.46","6401.299","6140.587"
"2","22","16","688","70","0.8","1.4","0.87","569.211","15.176","4418.969","4228.499"
"2","22","17","459","43","-1.1","1.1","0.87","261.538","6.337","1949.221","1846.264"
"2","22","18","0","0","-2","1.2","0.87","0","-2","0","0"
"2","22","19","0","0","-2.7","1.4","0.87","0","-2.7","0","0"
"2","22","20","0","0","-2.8","1.6","0.87","0","-2.8","0","0"
"2","22","21","0","0","-2.9","1.9","0.87","0","-2.9","0","0"
"2","22","22","0","0","-3.2","2.1","0.87","0","-3.2","0","0"
"2","22","23","0","0","-3.5","2.3","0.87","0","-3.5","0","0"
"2","23","0","0","0","-3.7","2.8","0.87","0","-3.7","0","0"
"2","23","1","0","0","-3.9","3.2","0.87","0","-3.9","0","0"
"2","23","2","0","0","-4.1","3.1","0.87","0","-4.1","0","0"
"2","23","3","0","0","-4.2","3","0.87","0","-4.2","0","0"
"2","23","4","0","0","-4.1","3.3","0.87","0","-4.1","0","0"
"2","23","5","0","0","-4","3.6","0.87","0","-4","0","0"
"2","23","6","0","0","-3.8","3.8","0.87","0","-3.8","0","0"
"2","23","7","24","7","-2.9","4.3","0.87","9.01","-2.803","43.419","7.992"
"2","23","8","0","56","-1.4","4.6","0.87","66.811","-0.57","505.357","453.562"
"2","23","9","62","133","0.5","4.9","0.87","182.606","2.686","1406.844","1323.105"
"2","23","10","13","173","2.2","5.5","0.87","215.368","4.633","1659.073","1566.397"
"2","23","11","326","201","3.6","5.8","0.87","497.667","9.378","3844.39","3674.279"
"2","23","12","397","242","4.6","5.7","0.87","660.971","12.396","5048.334","4835.563"
"2","23","13","587","183","4.9","5.4","0.87","804.724","14.829","6115.058","5864.489"
"2","23","14","748","136","4.9","5.1","0.87","900.296","16.444","6837.331","6561.169"
"2","23","15","295","159","4.5","4.9","0.87","482.79","10.69","3754.601","3587.672"
"2","23","16","19","92","3.5","4","0.87","132.25","5.372","1013.025","943.241"
"2","23","17","0","32","2.5","3.5","0.87","38.444","3.06","273.401","229.825"
"2","23","18","0","0","2.2","3.7","0.87","0","2.2","0","0"
"2","23","19","0","0","2.6","4.7","0.13","0","2.6","0","0"
"2","23","20","0","0","2.9","5.4","0.13","0","2.9","0","0"
"2","23","21","0","0","3","5.5","0.13","0","3","0","0"
"2","23","22","0","0","3.2","5.5","0.13","0","3.2","0","0"
"2","23","23","0","0","3.4","5.8","0.13","0","3.4","0","0"
"2","24","0","0","0","3.8","6.2","0.13","0","3.8","0","0"
"2","24","1","0","0","4.8","7.2","0.13","0","4.8","0","0"
"2","24","2","0","0","6","7.7","0.13","0","6","0","0"
"2","24","3","0","0","6.6","6.7","0.13","0","6.6","0","0"
"2","24","4","0","0","6","4.9","0.13","0","6","0","0"
"2","24","5","0","0","5.3","4.7","0.13","0","5.3","0","0"
"2","24","6","0","0","5.2","5.9","0.13","0","5.2","0","0"
"2","24","7","13","6","5","7.7","0.13","6.326","5.057","28.765","0"
"2","24","8","127","44","4","10","0.13","51.659","4.422","337.829","291.97"
"2","24","9","0","73","2.9","11.4","0.13","70.847","3.469","532.827","480.058"
"2","24","10","16","158","2.3","12","0.13","162.051","3.549","1243.369","1165.423"
"2","24","11","16","195","2","12.5","0.13","202.664","3.511","1555.586","1466.577"
"2","24","12","1","125","1.7","13","0.13","123.096","2.586","930.007","863.165"
"2","24","13","73","221","0.7","13.3","0.13","291.14","2.773","2264.707","2150.571"
"2","24","14","18","173","-0.3","13.3","0.13","188.474","1.037","1460.901","1375.247"
"2","24","15","3","121","-1","13","0.13","123.011","-0.111","951.315","883.717"
"2","24","16","41","95","-1.7","12.7","0.13","127.298","-0.752","999.457","930.154"
"2","24","17","3","33","-2.6","12.5","0.13","33.302","-2.353","241.462","199.018"
"2","24","18","0","0","-3","12.5","0.13","0","-3","0","0"
"2","24","19","0","0","-3.8","12.6","0.13","0","-3.8","0","0"
"2","24","20","0","0","-4.4","12.8","0.13","0","-4.4","0","0"
"2","24","21","0","0","-5.1","12.9","0.13","0","-5.1","0","0"
"2","24","22","0","0","-5.8","12.9","0.13","0","-5.8","0","0"
"2","24","23","0","0","-6.4","12.7","0.13","0","-6.4","0","0"
"2","25","0","0","0","-7.1","12.4","0.13","0","-7.1","0","0"
"2","25","1","0","0","-7.6","12","0.13","0","-7.6","0","0"
"2","25","2","0","0","-8.2","11.5","0.13","0","-8.2","0","0"
"2","25","3","0","0","-8.7","11","0.13","0","-8.7","0","0"
"2","25","4","0","0","-9.2","10.6","0.13","0","-9.2","0","0"
"2","25","5","0","0","-9.5","10.2","0.13","0","-9.5","0","0"
"2","25","6","0","0","-9.6","9.8","0.13","0","-9.6","0","0"
"2","25","7","16","8","-9.5","9.7","0.13","8.471","-9.437","41.776","6.408"
"2","25","8","36","70","-8.9","9.6","0.13","68.786","-8.282","524.556","472.08"
"2","25","9","319","135","-8.1","9.5","0.13","230.93","-5.996","1789.016","1691.736"
"2","25","10","755","112","-7.1","9.3","0.13","502.672","-2.302","4082.343","3903.801"
"2","25","11","930","89","-6","8.9","0.13","717.671","1.13","5770.327","5531.973"
"2","25","12","989","81","-5.1","8.4","0.13","860.358","3.825","6828.204","6552.365"
"2","25","13","664","168","-4.5","7.9","0.13","754.579","3.665","5980.531","5734.728"
"2","25","14","948","75","-4.3","7.3","0.13","871.254","5.706","6903.931","6625.409"
"2","25","15","891","69","-4.6","6.7","0.13","759.778","4.673","6096.201","5846.3"
"2","25","16","617","73","-5.5","5.9","0.13","488.516","1.059","3985.818","3810.696"
"2","25","17","60","51","-6.7","4.9","0.13","90.18","-5.357","687.567","629.315"
"2","25","18","0","0","-7.3","4.4","0.13","0","-7.3","0","0"
"2","25","19","0","0","-8.1","3.8","0.87","0","-8.1","0","0"
"2","25","20","0","0","-8.4","3.5","0.87","0","-8.4","0","0"
"2","25","21","0","0","-8.7","3.4","0.87","0","-8.7","0","0"
"2","25","22","0","0","-9","3.3","0.87","0","-9","0","0"
"2","25","23","0","0","-9.2","3.1","0.87","0","-9.2","0","0"
"2","26","0","0","0","-9.4","3","0.87","0","-9.4","0","0"
"2","26","1","0","0","-9.6","3","0.87","0","-9.6","0","0"
"2","26","2","0","0","-9.7","3.1","0.87","0","-9.7","0","0"
"2","26","3","0","0","-9.9","3","0.87","0","-9.9","0","0"
"2","26","4","0","0","-10","3","0.87","0","-10","0","0"
"2","26","5","0","0","-10.1","3","0.87","0","-10.1","0","0"
"2","26","6","0","0","-10.1","2.9","0.87","0","-10.1","0","0"
"2","26","7","11","9","-9.8","3","0.87","11.281","-9.648","56.552","20.659"
"2","26","8","0","62","-9","3.2","0.87","73.924","-7.873","578.696","524.302"
"2","26","9","16","134","-8","3.2","0.87","166.334","-5.447","1325.408","1244.555"
"2","26","10","16","163","-6.9","3.1","0.87","205.387","-3.661","1626.641","1535.114"
"2","26","11","128","267","-5.7","3","0.87","430.62","1.47","3390.615","3236.583"
"2","26","12","78","281","-4.8","2.9","0.87","421.953","2.28","3298.412","3147.647"
"2","26","13","201","287","-4.3","2.8","0.87","566.367","5.583","4409.33","4219.201"
"2","26","14","382","221","-4.1","2.7","0.87","667.772","7.873","5207.122","4988.724"
"2","26","15","114","197","-4.4","2.6","0.87","372.669","2.243","2954.616","2816.034"
"2","26","16","6","82","-5.1","2.7","0.87","104.633","-3.322","820.583","757.618"
"2","26","17","0","18","-5.8","2.7","0.87","21.565","-5.441","156.457","117.024"
"2","26","18","0","0","-6.2","2.6","0.87","0","-6.2","0","0"
"2","26","19","0","0","-6.9","3.1","0.87","0","-6.9","0","0"
"2","26","20","0","0","-7.3","3.4","0.87","0","-7.3","0","0"
"2","26","21","0","0","-7.6","3.7","0.87","0","-7.6","0","0"
"2","26","22","0","0","-7.8","4","0.87","0","-7.8","0","0"
"2","26","23","0","0","-8","4.3","0.87","0","-8","0","0"
"2","27","0","0","0","-8.2","4.5","0.87","0","-8.2","0","0"
"2","27","1","0","0","-8.3","4.6","0.87","0","-8.3","0","0"
"2","27","2","0","0","-8.3","4.6","0.87","0","-8.3","0","0"
"2","27","3","0","0","-8.3","4.5","0.87","0","-8.3","0","0"
"2","27","4","0","0","-8.2","4.5","0.87","0","-8.2","0","0"
"2","27","5","0","0","-8","4.2","0.87","0","-8","0","0"
"2","27","6","0","0","-7.7","3.9","0.87","0","-7.7","0","0"
"2","27","7","1","7","-7.1","4","0.87","8.515","-6.999","41.679","6.314"
"2","27","8","0","59","-6.1","4.1","0.87","70.489","-5.16","545.772","492.544"
"2","27","9","27","113","-5","3.6","0.87","146.567","-2.893","1150.121","1075.479"
"2","27","10","70","205","-4.3","2.6","0.87","289.814","0.752","2281.151","2166.432"
"2","27","11","56","255","-3.8","1.8","0.87","356.579","3.523","2772.198","2640.079"
"2","27","12","207","292","-3.5","2","0.87","555.759","7.784","4287.204","4101.403"
"2","27","13","339","266","-3.4","2.9","0.87","679.191","8.397","5252.228","5032.233"
"2","27","14","332","220","-3.5","3.7","0.87","618.246","5.931","4847.956","4642.286"
"2","27","15","102","179","-3.8","4.1","0.87","335.904","0.905","2669.943","2541.447"
"2","27","16","20","104","-4.2","4","0.87","144.107","-2.184","1138.207","1063.988"
"2","27","17","28","47","-4.8","3.5","0.87","74.25","-3.632","561.193","507.419"
"2","27","18","0","0","-5.2","3.2","0.87","0","-5.2","0","0"
"2","27","19","0","0","-6.3","2.6","0.87","0","-6.3","0","0"
"2","27","20","0","0","-7.1","2.2","0.87","0","-7.1","0","0"
"2","27","21","0","0","-7.8","2","0.87","0","-7.8","0","0"
"2","27","22","0","0","-8.4","1.8","0.87","0","-8.4","0","0"
"2","27","23","0","0","-8.9","1.6","0.87","0","-8.9","0","0"
"2","28","0","0","0","-9.3","1.4","0.87","0","-9.3","0","0"
"2","28","1","0","0","-9.8","1.2","0.87","0","-9.8","0","0"
"2","28","2","0","0","-10.2","1.1","0.87","0","-10.2","0","0"
"2","28","3","0","0","-10.5","1","0.87","0","-10.5","0","0"
"2","28","4","0","0","-10.7","1","0.87","0","-10.7","0","0"
"2","28","5","0","0","-10.8","0.9","0.87","0","-10.8","0","0"
"2","28","6","0","0","-10.7","1","0.87","0","-10.7","0","0"
"2","28","7","111","17","-9.7","1.2","0.87","23.68","-9.36","122.05","83.837"
"2","28","8","513","56","-7.2","1.4","0.87","172.065","-4.876","1182.464","1106.677"
"2","28","9","747","81","-4.8","1.3","0.87","408.561","3.899","3066.52","2923.972"
"2","28","10","238","200","-3.5","1.1","0.87","390.063","6.023","3042.286","2900.597"
"2","28","11","473","206","-2.6","0.9","0.87","630.641","14.173","4795.793","4591.971"
"2","28","12","236","288","-2.1","1","0.87","577.729","12.623","4383.755","4194.532"
"2","28","13","212","288","-2.1","1","0.87","579.94","12.636","4402.958","4213.055"
"2","28","14","678","138","-2.2","1","0.87","850.759","20.08","6367.873","6108.346"
"2","28","15","519","144","-2.4","1","0.87","672.541","14.99","5167.89","4950.883"
"2","28","16","483","98","-2.7","0.9","0.87","493.563","10.84","3876.895","3705.633"
"2","28","17","252","58","-3.3","0.8","0.87","207.173","2.949","1583.42","1493.425"
"2","28","18","6","2","-3.6","0.9","0.87","0","-3.6","0","0"
"2","28","19","0","0","-5","3.1","0.87","0","-5","0","0"
"2","28","20","0","0","-6","2.7","0.87","0","-6","0","0"
"2","28","21","0","0","-7","2.4","0.87","0","-7","0","0"
"2","28","22","0","0","-8","2.3","0.87","0","-8","0","0"
"2","28","23","0","0","-8","2.2","0.87","0","-8","0","0"
"3","1","0","0","0","-9","2","0.87","0","-9","0","0"
"3","1","1","0","0","-9","1.8","0.87","0","-9","0","0"
"3","1","2","0","0","-9","1.5","0.87","0","-9","0","0"
"3","1","3","0","0","-8","1","0.87","0","-8","0","0"
"3","1","4","0","0","-8","0.6","0.87","0","-8","0","0"
"3","1","5","0","0","-8","0.7","0.87","0","-8","0","0"
"3","1","6","0","0","-8","1.3","0.87","0","-8","0","0"
"3","1","7","0","29","-7","2","0.87","33.363","-6.464","171.19","131.236"
"3","1","8","616","69","-4","2.9","0.87","216.565","-1.775","1487.074","1400.493"
"3","1","9","785","97","-1","4","0.87","452.224","4.897","3404.054","3249.546"
"3","1","10","868","116","0","4.6","0.87","678.897","9.143","5304.051","5082.219"
"3","1","11","907","129","0","4.9","0.87","882.004","11.612","6783.586","6509.328"
"3","1","12","923","134","1","5.1","0.87","1014.159","14.155","7692.743","7125"
"3","1","13","835","174","2","5.3","0.87","1053.014","15.222","7948.698","7125"
"3","1","14","812","158","3","5.6","0.87","1012.865","15.218","7688.304","7125"
"3","1","15","750","136","3","5.4","0.87","874.938","13.716","6748.263","6475.256"
"3","1","16","644","102","2","4.5","0.87","622.991","10.797","4905.377","4697.671"
"3","1","17","408","57","0","3.7","0.87","275.554","4.754","2118.98","2010.007"
"3","1","18","0","0","0","3.7","0.87","0","0","0","0"
"3","1","19","0","0","0","4.1","0.87","0","0","0","0"
"3","1","20","0","0","-1","4.5","0.87","0","-1","0","0"
"3","1","21","0","0","-1","5","0.87","0","-1","0","0"
"3","1","22","0","0","-1","5.7","0.87","0","-1","0","0"
"3","1","23","0","0","-1","5.8","0.87","0","-1","0","0"
"3","2","0","0","0","-1","5.4","0.87","0","-1","0","0"
"3","2","1","0","0","-1","5.1","0.87","0","-1","0","0"
"3","2","2","0","0","-1","4.9","0.87","0","-1","0","0"
"3","2","3","0","0","-2","4.8","0.87","0","-2","0","0"
"3","2","4","0","0","-2","4.8","0.87","0","-2","0","0"
"3","2","5","0","0","-2","4.8","0.87","0","-2","0","0"
"3","2","6","0","0","-3","4.8","0.87","0","-3","0","0"
"3","2","7","249","22","-3","5.4","0.87","38.073","-2.774","195.131","154.329"
"3","2","8","674","63","-2","6.3","0.87","225.54","-0.578","1529.143","1441.071"
"3","2","9","829","89","-1","6.7","0.87","467.113","3.385","3537.068","3377.847"
"3","2","10","903","108","-1","6.4","0.87","698.223","6.563","5507.87","5278.816"
"3","2","11","949","115","0","6","0.87","896.183","10.426","6920.142","6641.046"
"3","2","12","969","117","0","5.6","0.87","1038.122","12.695","7912.257","7125"
"3","2","13","968","115","0","5.3","0.87","1096.689","13.912","8319.965","7125"
"3","2","14","955","102","0","5","0.87","1073.551","13.98","8185.82","7125"
"3","2","15","907","90","0","4.6","0.87","945.469","12.91","7315.557","7022.449"
"3","2","16","819","70","-1","3.9","0.87","703.754","9.863","5570.449","5339.177"
"3","2","17","611","43","-3","2.9","0.87","346.774","3.929","2696.088","2566.667"
"3","2","18","0","0","-5","2.3","0.87","0","-5","0","0"
"3","2","19","0","0","-6","2.2","0.87","0","-6","0","0"
"3","2","20","0","0","-7","2.1","0.87","0","-7","0","0"
"3","2","21","0","0","-7","2.1","0.87","0","-7","0","0"
"3","2","22","0","0","-8","2.1","0.87","0","-8","0","0"
"3","2","23","0","0","-8","2","0.87","0","-8","0","0"
"3","3","0","0","0","-9","1.9","0.87","0","-9","0","0"
"3","3","1","0","0","-9","1.8","0.87","0","-9","0","0"
"3","3","2","0","0","-9","1.8","0.87","0","-9","0","0"
"3","3","3","0","0","-9","2","0.87","0","-9","0","0"
"3","3","4","0","0","-9","2.2","0.87","0","-9","0","0"
"3","3","5","0","0","-9","2.7","0.87","0","-9","0","0"
"3","3","6","0","0","-8","3.4","0.87","0","-8","0","0"
"3","3","7","0","9","-7","4.5","0.87","10.776","-6.88","52.92","17.157"
"3","3","8","235","86","-5","5.7","0.87","155.813","-3.667","1144.796","1070.343"
"3","3","9","297","156","-3","6.3","0.87","316.712","0.158","2461.249","2340.149"
"3","3","10","366","210","-3","6.4","0.87","486.354","2.163","3861.636","3690.915"
"3","3","11","524","208","-2","6.2","0.87","680.403","5.631","5326.785","5104.148"
"3","3","12","223","308","-2","5.9","0.87","596.15","4.749","4641.966","4443.595"
"3","3","13","200","304","-2","5.7","0.87","590.849","4.854","4601.606","4404.664"
"3","3","14","205","268","-2","5.7","0.87","556.655","4.447","4362.803","4174.323"
"3","3","15","182","210","-2","5.7","0.87","451.316","3.198","3575.961","3415.362"
"3","3","16","92","137","-3","5.5","0.87","259.213","0.078","2069.832","1962.601"
"3","3","17","0","54","-3","5.1","0.87","67.845","-2.187","512.41","460.365"
"3","3","18","0","0","-4","5","0.87","0","-4","0","0"
"3","3","19","0","0","-4","5","0.87","0","-4","0","0"
